FUND,,Security Code,Name of Security,Quantity (Share),Buy/Sell,Broker,Trade Date,Settlement Date,Avg. Dealing Price
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1628,YUZHOU PROPERTIES CO,139000,Sell,CHINA INTL CAPITAL CORP,5/22/2015,5/27/2015,2.23
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,16,SUN HUNG KAI PROPERTIES LTD,24000,Buy,ESSENCE INTERNATIONAL SEC,5/26/2015,5/28/2015,134.9958
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,267,CITIC LTD,1000000,Buy,ESSENCE INTERNATIONAL SEC,5/26/2015,5/28/2015,15.3681
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,267,CITIC LTD,500000,Buy,ESSENCE INTERNATIONAL SEC,5/26/2015,5/28/2015,15.3681
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,670,CHINA EASTERN AIRLINES CORP LTD,398000,Buy,ESSENCE INTERNATIONAL SEC,5/26/2015,5/28/2015,5.9375
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1109,CHINA RESOURCES LAND LTD,58000,Buy,ESSENCE INTERNATIONAL SEC,5/26/2015,5/28/2015,25.4879
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1169,HAIER ELECTRONICS GROUP CO LTD,500000,Buy,ESSENCE INTERNATIONAL SEC,5/26/2015,5/28/2015,24.0806
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1308,SITC INTERNATIONAL CO LTD,341000,Buy,ESSENCE INTERNATIONAL SEC,5/26/2015,5/28/2015,5.3997
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2319,CHINA MENGNIU DAIRY CO LTD,121000,Buy,ESSENCE INTERNATIONAL SEC,5/26/2015,5/28/2015,44.4372
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2688,ENN ENERGY HOLDINGS LTD,200000,Buy,ESSENCE INTERNATIONAL SEC,5/26/2015,5/28/2015,53.657
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3333,EVERGRANDE REAL ESTATE GROUP LTD,1908000,Buy,ESSENCE INTERNATIONAL SEC,5/26/2015,5/28/2015,6.5512
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6886,HUATAI SECURITIES CO LTD,1674000,Buy,UBS SECURITIES LLC,5/22/2015,6/1/2015,24.8
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,123,YUEXIU PROPERTY CO LTD,788000,Sell,ESSENCE INTERNATIONAL SEC,5/26/2015,5/28/2015,1.88
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,816,HUADIAN FUXIN ENERGY CORP LTD,1000000,Sell,ESSENCE INTERNATIONAL SEC,5/26/2015,5/28/2015,4.3093
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,817,FRANSHION PROPERTIES CHINA LTD,14000,Sell,ESSENCE INTERNATIONAL SEC,5/26/2015,5/28/2015,3.08
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,916,CHINA LONGYUAN POWER GROUP CORP LTD,1544000,Sell,CHINA INTL CAPITAL CORP,5/26/2015,5/28/2015,10.0406
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1347,HUA HONG SEMICONDUCTOR LTD,500000,Sell,ESSENCE INTERNATIONAL SEC,5/26/2015,5/28/2015,10.9603
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1628,YUZHOU PROPERTIES CO,2000000,Sell,ESSENCE INTERNATIONAL SEC,5/26/2015,5/28/2015,2.2264
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,16,SUN HUNG KAI PROPERTIES LTD,100000,Buy,GUOTAI JUNAN SECURITIES,5/27/2015,5/29/2015,135.852
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,670,CHINA EASTERN AIRLINES CORP LTD,700000,Buy,GUOTAI JUNAN SECURITIES,5/27/2015,5/29/2015,6.1421
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1308,SITC INTERNATIONAL CO LTD,103000,Buy,GUOTAI JUNAN SECURITIES,5/27/2015,5/29/2015,5.2969
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2388,BOC HONG KONG HOLDINGS LTD,32000,Buy,GUOTAI JUNAN SECURITIES,5/27/2015,5/29/2015,32.6
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2688,ENN ENERGY HOLDINGS LTD,26000,Buy,GUOTAI JUNAN SECURITIES,5/27/2015,5/29/2015,53.5
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,816,HUADIAN FUXIN ENERGY CORP LTD,1256000,Sell,GUOTAI JUNAN SECURITIES,5/27/2015,5/29/2015,4.3029
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,829,SHENGUAN HOLDINGS GROUP LTD,1000000,Sell,GUOTAI JUNAN SECURITIES,5/27/2015,5/29/2015,2.4009
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,916,CHINA LONGYUAN POWER GROUP CORP LTD,388000,Sell,CHINA INTL CAPITAL CORP,5/27/2015,5/29/2015,10.0012
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1068,CHINA YURUN FOOD GROUP LTD,1000000,Sell,GUOTAI JUNAN SECURITIES,5/27/2015,5/29/2015,3.7796
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1628,YUZHOU PROPERTIES CO,1262000,Sell,GUOTAI JUNAN SECURITIES,5/27/2015,5/29/2015,2.2203
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3699,DALIAN WANDA COMMERCIAL PROPERTIES CO LTD,100000,Sell,GUOTAI JUNAN SECURITIES,5/27/2015,5/29/2015,67.7635
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1308,SITC INTERNATIONAL CO LTD,135000,Buy,GUOTAI JUNAN SECURITIES,5/28/2015,6/1/2015,5.2998
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2319,CHINA MENGNIU DAIRY CO LTD,300000,Buy,GUOTAI JUNAN SECURITIES,5/28/2015,6/1/2015,44.3665
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2388,BOC HONG KONG HOLDINGS LTD,200000,Buy,GUOTAI JUNAN SECURITIES,5/28/2015,6/1/2015,32.1115
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2688,ENN ENERGY HOLDINGS LTD,150000,Buy,GUOTAI JUNAN SECURITIES,5/28/2015,6/1/2015,51.5453
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,816,HUADIAN FUXIN ENERGY CORP LTD,1000000,Sell,GUOTAI JUNAN SECURITIES,5/28/2015,6/1/2015,4.1399
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1068,CHINA YURUN FOOD GROUP LTD,489000,Sell,GUOTAI JUNAN SECURITIES,5/28/2015,6/1/2015,3.7045
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3699,DALIAN WANDA COMMERCIAL PROPERTIES CO LTD,63800,Sell,GUOTAI JUNAN SECURITIES,5/28/2015,6/1/2015,65.3459
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,16,SUN HUNG KAI PROPERTIES LTD,100000,Buy,GUOTAI JUNAN SECURITIES,5/29/2015,6/2/2015,132.015
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,670,CHINA EASTERN AIRLINES CORP LTD,932000,Buy,GUOTAI JUNAN SECURITIES,5/29/2015,6/2/2015,5.9955
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1308,SITC INTERNATIONAL CO LTD,546000,Buy,GUOTAI JUNAN SECURITIES,5/29/2015,6/2/2015,5.25
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2319,CHINA MENGNIU DAIRY CO LTD,200000,Buy,GUOTAI JUNAN SECURITIES,5/29/2015,6/2/2015,43.9445
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2388,BOC HONG KONG HOLDINGS LTD,200000,Buy,GUOTAI JUNAN SECURITIES,5/29/2015,6/2/2015,32.0865
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2688,ENN ENERGY HOLDINGS LTD,200000,Buy,GUOTAI JUNAN SECURITIES,5/29/2015,6/2/2015,52.364
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3333,EVERGRANDE REAL ESTATE GROUP LTD,12924000,Buy,CLSA LIMITED,5/29/2015,6/2/2015,5.67
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,816,HUADIAN FUXIN ENERGY CORP LTD,748000,Sell,GUOTAI JUNAN SECURITIES,5/29/2015,6/2/2015,4.1123
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,829,SHENGUAN HOLDINGS GROUP LTD,248000,Sell,GUOTAI JUNAN SECURITIES,5/29/2015,6/2/2015,2.33
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,861,DIGITAL CHINA HOLDINGS LTD,300000,Sell,GUOTAI JUNAN SECURITIES,5/29/2015,6/2/2015,14
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1068,CHINA YURUN FOOD GROUP LTD,847000,Sell,GUOTAI JUNAN SECURITIES,5/29/2015,6/2/2015,3.6516
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1628,YUZHOU PROPERTIES CO,522000,Sell,GUOTAI JUNAN SECURITIES,5/29/2015,6/2/2015,2.1711
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3699,DALIAN WANDA COMMERCIAL PROPERTIES CO LTD,300000,Sell,GUOTAI JUNAN SECURITIES,5/29/2015,6/2/2015,63.692
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6839,YUNNAN WATER INVESTMENT CO LTD,399000,Sell,GUOTAI JUNAN SECURITIES,5/29/2015,6/2/2015,7.0102
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6881,CHINA GALAXY SECURITIES CO LTD,500000,Sell,GUOTAI JUNAN SECURITIES,5/29/2015,6/2/2015,13.1
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,670,CHINA EASTERN AIRLINES CORP LTD,820000,Buy,GUOTAI JUNAN SECURITIES,6/1/2015,6/3/2015,5.8909
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,123,YUEXIU PROPERTY CO LTD,2000000,Sell,GUOTAI JUNAN SECURITIES,6/1/2015,6/3/2015,1.8292
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,816,HUADIAN FUXIN ENERGY CORP LTD,1000000,Sell,GUOTAI JUNAN SECURITIES,6/1/2015,6/3/2015,4.0816
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1068,CHINA YURUN FOOD GROUP LTD,1000000,Sell,GUOTAI JUNAN SECURITIES,6/1/2015,6/3/2015,3.5064
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1628,YUZHOU PROPERTIES CO,441000,Sell,GUOTAI JUNAN SECURITIES,6/1/2015,6/3/2015,2.185
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3699,DALIAN WANDA COMMERCIAL PROPERTIES CO LTD,200000,Sell,GUOTAI JUNAN SECURITIES,6/1/2015,6/3/2015,65.7032
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1088,CHINA SHENHUA ENERGY CO LTD,2000000,Buy,GUOTAI JUNAN SECURITIES,6/2/2015,6/4/2015,19.8138
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2319,CHINA MENGNIU DAIRY CO LTD,200000,Buy,GUOTAI JUNAN SECURITIES,6/2/2015,6/4/2015,42.369
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6886,HUATAI SECURITIES CO LTD,1000000,Buy,GUOTAI JUNAN SECURITIES,6/2/2015,6/4/2015,26.4975
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6886,HUATAI SECURITIES CO LTD,750000,Buy,CHINA CONSTRUCTION BANK,6/2/2015,6/4/2015,26.1933
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,816,HUADIAN FUXIN ENERGY CORP LTD,252000,Sell,GUOTAI JUNAN SECURITIES,6/2/2015,6/4/2015,4.1174
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,816,HUADIAN FUXIN ENERGY CORP LTD,466000,Sell,GUOTAI JUNAN SECURITIES,6/2/2015,6/4/2015,4.1174
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,829,SHENGUAN HOLDINGS GROUP LTD,1000000,Sell,GUOTAI JUNAN SECURITIES,6/2/2015,6/4/2015,2.4667
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1068,CHINA YURUN FOOD GROUP LTD,1000000,Sell,GUOTAI JUNAN SECURITIES,6/2/2015,6/4/2015,3.7349
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1347,HUA HONG SEMICONDUCTOR LTD,114000,Sell,GUOTAI JUNAN SECURITIES,6/2/2015,6/4/2015,11.8133
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1628,YUZHOU PROPERTIES CO,858000,Sell,GUOTAI JUNAN SECURITIES,6/2/2015,6/4/2015,2.186
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3699,DALIAN WANDA COMMERCIAL PROPERTIES CO LTD,100000,Sell,GUOTAI JUNAN SECURITIES,6/2/2015,6/4/2015,68.1473
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3699,DALIAN WANDA COMMERCIAL PROPERTIES CO LTD,100000,Sell,GUOTAI JUNAN SECURITIES,6/2/2015,6/4/2015,68.1473
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6881,CHINA GALAXY SECURITIES CO LTD,1300000,Sell,GUOTAI JUNAN SECURITIES,6/2/2015,6/4/2015,12.8308
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6881,CHINA GALAXY SECURITIES CO LTD,800000,Sell,GUOTAI JUNAN SECURITIES,6/2/2015,6/4/2015,12.8308
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,123,YUEXIU PROPERTY CO LTD,501000,Sell,GUOTAI JUNAN SECURITIES,6/3/2015,6/5/2015,1.85
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,123,YUEXIU PROPERTY CO LTD,693000,Sell,GUOTAI JUNAN SECURITIES,6/3/2015,6/5/2015,1.85
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,817,FRANSHION PROPERTIES CHINA LTD,1000000,Sell,GUOTAI JUNAN SECURITIES,6/3/2015,6/5/2015,3.07
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,829,SHENGUAN HOLDINGS GROUP LTD,484000,Sell,GUOTAI JUNAN SECURITIES,6/3/2015,6/5/2015,2.4516
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1347,HUA HONG SEMICONDUCTOR LTD,204600,Sell,GUOTAI JUNAN SECURITIES,6/3/2015,6/5/2015,11.8702
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1347,HUA HONG SEMICONDUCTOR LTD,195400,Sell,GUOTAI JUNAN SECURITIES,6/3/2015,6/5/2015,11.8702
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1628,YUZHOU PROPERTIES CO,391600,Sell,GUOTAI JUNAN SECURITIES,6/3/2015,6/5/2015,2.1869
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1628,YUZHOU PROPERTIES CO,464400,Sell,GUOTAI JUNAN SECURITIES,6/3/2015,6/5/2015,2.1869
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1347,HUA HONG SEMICONDUCTOR LTD,208000,Sell,GUOTAI JUNAN SECURITIES,6/4/2015,6/8/2015,11.5325
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1628,YUZHOU PROPERTIES CO,249000,Sell,GUOTAI JUNAN SECURITIES,6/4/2015,6/8/2015,2.19
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,123,YUEXIU PROPERTY CO LTD,28000,Sell,GUOTAI JUNAN SECURITIES,6/5/2015,6/9/2015,1.82
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1347,HUA HONG SEMICONDUCTOR LTD,4000,Sell,GUOTAI JUNAN SECURITIES,6/5/2015,6/9/2015,11.5
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1628,YUZHOU PROPERTIES CO,46000,Sell,GUOTAI JUNAN SECURITIES,6/5/2015,6/9/2015,2.2
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3699,DALIAN WANDA COMMERCIAL PROPERTIES CO LTD,136200,Sell,GUOTAI JUNAN SECURITIES,6/5/2015,6/9/2015,75.4562
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1088,CHINA SHENHUA ENERGY CO LTD,800000,Buy,CHINA EVERBRIGHT SECURITI,6/8/2015,6/10/2015,19.2796
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1288,AGRICULTURAL BANK OF CHINA LTD,3000000,Buy,CHINA EVERBRIGHT SECURITI,6/8/2015,6/10/2015,4.2711
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2319,CHINA MENGNIU DAIRY CO LTD,300000,Buy,CHINA EVERBRIGHT SECURITI,6/8/2015,6/10/2015,40.8733
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,317,CSSC OFFSHORE AND MARINE ENGINEERING GROUP CO LTD,62000,Sell,CHINA EVERBRIGHT SECURITI,6/8/2015,6/10/2015,34.0065
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,817,FRANSHION PROPERTIES CHINA LTD,432000,Sell,CHINA EVERBRIGHT SECURITI,6/8/2015,6/10/2015,3.03
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1206,TECHNOVATOR INTERNATIONAL LTD,58000,Sell,CHINA EVERBRIGHT SECURITI,6/8/2015,6/10/2015,7.4659
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1260,WONDERFUL SKY FINANCIAL GROUP HOLDINGS LTD,428000,Sell,CHINA EVERBRIGHT SECURITI,6/8/2015,6/10/2015,2.6567
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1628,YUZHOU PROPERTIES CO,395000,Sell,CHINA EVERBRIGHT SECURITI,6/8/2015,6/10/2015,2.1541
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1628,YUZHOU PROPERTIES CO,157000,Sell,CHINA EVERBRIGHT SECURITI,6/8/2015,6/10/2015,2.1541
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2883,CHINA OILFIELD SERVICES LTD,400000,Sell,CHINA EVERBRIGHT SECURITI,6/8/2015,6/10/2015,14.204
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1308,SITC INTERNATIONAL CO LTD,1000000,Buy,CHINA EVERBRIGHT SECURITI,6/9/2015,6/11/2015,4.9507
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,861,DIGITAL CHINA HOLDINGS LTD,165000,Sell,CHINA EVERBRIGHT SECURITI,6/9/2015,6/11/2015,11.8516
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1206,TECHNOVATOR INTERNATIONAL LTD,198000,Sell,CHINA EVERBRIGHT SECURITI,6/9/2015,6/11/2015,7.0015
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1260,WONDERFUL SKY FINANCIAL GROUP HOLDINGS LTD,18000,Sell,CHINA EVERBRIGHT SECURITI,6/9/2015,6/11/2015,2.5
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1347,HUA HONG SEMICONDUCTOR LTD,24000,Sell,CHINA EVERBRIGHT SECURITI,6/9/2015,6/11/2015,10.9742
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2727,SHANGHAI ELECTRIC GROUP CO LTD,616000,Sell,CHINA EVERBRIGHT SECURITI,6/9/2015,6/11/2015,7.8514
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6839,YUNNAN WATER INVESTMENT CO LTD,51000,Sell,CHINA EVERBRIGHT SECURITI,6/9/2015,6/11/2015,7.002
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6839,YUNNAN WATER INVESTMENT CO LTD,358000,Sell,CHINA EVERBRIGHT SECURITI,6/9/2015,6/11/2015,7.002
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6839,YUNNAN WATER INVESTMENT CO LTD,120000,Sell,CHINA EVERBRIGHT SECURITI,6/9/2015,6/11/2015,7.002
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,,3SBIO ,8517000,BUY,MORGAN STANLEY,6/5/2015,7/7/2015,9.1
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,165,CHINA EVERBRIGHT LTD,500000,Buy,CHINA EVERBRIGHT SECURITI,6/10/2015,6/12/2015,28.4122
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1308,SITC INTERNATIONAL CO LTD,700000,Buy,CHINA EVERBRIGHT SECURITI,6/10/2015,6/12/2015,4.8819
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,123,YUEXIU PROPERTY CO LTD,400000,Sell,CHINA EVERBRIGHT SECURITI,6/10/2015,6/12/2015,1.77
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,317,CSSC OFFSHORE AND MARINE ENGINEERING GROUP CO LTD,92000,Sell,CHINA EVERBRIGHT SECURITI,6/10/2015,6/12/2015,32.1522
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1347,HUA HONG SEMICONDUCTOR LTD,106000,Sell,CHINA EVERBRIGHT SECURITI,6/10/2015,6/12/2015,11.4445
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2357,AVICHINA INDUSTRY & TECHNOLOGY CO LTD,40000,Sell,CHINA EVERBRIGHT SECURITI,6/10/2015,6/12/2015,8.954
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2866,CHINA SHIPPING CONTAINER LINES CO LTD,1856000,Sell,CHINA EVERBRIGHT SECURITI,6/10/2015,6/12/2015,3.1946
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,123,YUEXIU PROPERTY CO LTD,736000,Sell,GUOTAI JUNAN SECURITIES,6/11/2015,6/15/2015,1.74
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,861,DIGITAL CHINA HOLDINGS LTD,95000,Sell,GUOTAI JUNAN SECURITIES,6/11/2015,6/15/2015,11.7219
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1068,CHINA YURUN FOOD GROUP LTD,1000000,Sell,GUOTAI JUNAN SECURITIES,6/11/2015,6/15/2015,3.4952
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1068,CHINA YURUN FOOD GROUP LTD,1000000,Sell,GUOTAI JUNAN SECURITIES,6/11/2015,6/15/2015,3.4952
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1206,TECHNOVATOR INTERNATIONAL LTD,186000,Sell,GUOTAI JUNAN SECURITIES,6/11/2015,6/15/2015,7.2511
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1260,WONDERFUL SKY FINANCIAL GROUP HOLDINGS LTD,918000,Sell,GUOTAI JUNAN SECURITIES,6/11/2015,6/15/2015,2.5165
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1347,HUA HONG SEMICONDUCTOR LTD,30000,Sell,GUOTAI JUNAN SECURITIES,6/11/2015,6/15/2015,11.0296
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1347,HUA HONG SEMICONDUCTOR LTD,80000,Sell,GUOTAI JUNAN SECURITIES,6/11/2015,6/15/2015,11.0296
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1628,YUZHOU PROPERTIES CO,120000,Sell,GUOTAI JUNAN SECURITIES,6/11/2015,6/15/2015,2.0765
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,16,SUN HUNG KAI PROPERTIES LTD,60000,Buy,JP MORGAN SECURITIES PLC,6/12/2015,6/16/2015,126.5467
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,165,CHINA EVERBRIGHT LTD,220000,Buy,JP MORGAN SECURITIES PLC,6/12/2015,6/16/2015,28.7841
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,317,CSSC OFFSHORE AND MARINE ENGINEERING GROUP CO LTD,200000,Sell,CHINA EVERBRIGHT SECURITI,6/12/2015,6/16/2015,34.6785
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,857,PETROCHINA CO LTD,1000000,Sell,JP MORGAN SECURITIES PLC,6/12/2015,6/16/2015,8.8979
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1068,CHINA YURUN FOOD GROUP LTD,1000000,Sell,JP MORGAN SECURITIES PLC,6/12/2015,6/16/2015,3.6356
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1522,CHINA CITY RAILWAY TRANSPORTATION TECHNOLOGY HOL,520000,Sell,JP MORGAN SECURITIES PLC,6/12/2015,6/16/2015,3.0011
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,165,CHINA EVERBRIGHT LTD,400000,Buy,HAITONG SECURITIES CO LTD,6/15/2015,6/17/2015,28.3695
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,941,CHINA MOBILE LTD,300000,Buy,HAITONG SECURITIES CO LTD,6/15/2015,6/17/2015,100.719
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,317,CSSC OFFSHORE AND MARINE ENGINEERING GROUP CO LTD,200000,Sell,HAITONG SECURITIES CO LTD,6/15/2015,6/17/2015,32.819
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1068,CHINA YURUN FOOD GROUP LTD,584000,Sell,HAITONG SECURITIES CO LTD,6/15/2015,6/17/2015,3.5895
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1206,TECHNOVATOR INTERNATIONAL LTD,224000,Sell,HAITONG SECURITIES CO LTD,6/15/2015,6/17/2015,7.3301
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1260,WONDERFUL SKY FINANCIAL GROUP HOLDINGS LTD,500000,Sell,HAITONG SECURITIES CO LTD,6/15/2015,6/17/2015,2.504
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1522,CHINA CITY RAILWAY TRANSPORTATION TECHNOLOGY HOL,188000,Sell,HAITONG SECURITIES CO LTD,6/15/2015,6/17/2015,3.0045
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2601,CHINA PACIFIC INSURANCE (GROUP) COMPANY LTD,13600,Sell,HAITONG SECURITIES CO LTD,6/15/2015,6/17/2015,41.7103
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2866,CHINA SHIPPING CONTAINER LINES CO LTD,1088000,Sell,HAITONG SECURITIES CO LTD,6/15/2015,6/17/2015,3.3353
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3333,EVERGRANDE REAL ESTATE GROUP LTD,3000000,Sell,HAITONG SECURITIES CO LTD,6/15/2015,6/17/2015,5.0278
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,16,SUN HUNG KAI PROPERTIES LTD,100000,Buy,HAITONG SECURITIES CO LTD,6/16/2015,6/18/2015,126.08
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,941,CHINA MOBILE LTD,100000,Buy,HAITONG SECURITIES CO LTD,6/16/2015,6/18/2015,99.5798
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,941,CHINA MOBILE LTD,100000,Buy,HAITONG SECURITIES CO LTD,6/16/2015,6/18/2015,99.8575
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1308,SITC INTERNATIONAL CO LTD,500000,Buy,HAITONG SECURITIES CO LTD,6/16/2015,6/18/2015,4.9733
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2319,CHINA MENGNIU DAIRY CO LTD,150000,Buy,HAITONG SECURITIES CO LTD,6/16/2015,6/18/2015,40.9777
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,570,CHINA TRADITIONAL CHINESE MEDICINE CO LTD,600000,Sell,HAITONG SECURITIES CO LTD,6/16/2015,6/18/2015,6.5342
